,feeling,news,news_tokens,news_tokens_tagged
1868,neutral,"The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said .","['machine', 'annual', 'production', 'capacity', 'tonne', 'supercalendered', 'magazine', 'paper', 'paper', 'grade', 'base', 'recover', 'fiber', 'stora', 'enso', 'say']","[('machine', 'NN'), ('annual', 'JJ'), ('production', 'NN'), ('capacity', 'NN'), ('tonne', 'NN'), ('supercalendered', 'VBD'), ('magazine', 'NN'), ('paper', 'NN'), ('paper', 'NN'), ('grade', 'VBD'), ('base', 'NN'), ('recover', 'NN'), ('fiber', 'VBP'), ('stora', 'JJ'), ('enso', 'NNS'), ('say', 'VBP')]"
1869,neutral,The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998 .,"['moscow', 'metro', 'wwwmosmetroru', 'first', 'metro', 'system', 'europe', 'implement', 'smart', 'card', 'together', 'new', 'type', 'magnetic', 'card']","[('moscow', 'NN'), ('metro', 'NN'), ('wwwmosmetroru', 'NN'), ('first', 'RB'), ('metro', 'JJ'), ('system', 'NN'), ('europe', 'JJ'), ('implement', 'JJ'), ('smart', 'JJ'), ('card', 'NN'), ('together', 'RB'), ('new', 'JJ'), ('type', 'NN'), ('magnetic', 'JJ'), ('card', 'NN')]"
1870,neutral,The StoneGate product is centrally manageable and suited for both physical and virtual environments .,"['stonegate', 'product', 'centrally', 'manageable', 'suit', 'physical', 'virtual', 'environment']","[('stonegate', 'JJ'), ('product', 'NN'), ('centrally', 'RB'), ('manageable', 'JJ'), ('suit', 'NN'), ('physical', 'JJ'), ('virtual', 'JJ'), ('environment', 'NN')]"
1871,neutral,"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .","['total', 'scholarship', 'amount', 'euro', 'recipient', 'choose', 'recommendation', 'fine', 'art', 'university', 'sport', 'association']","[('total', 'JJ'), ('scholarship', 'NN'), ('amount', 'NN'), ('euro', 'JJ'), ('recipient', 'NN'), ('choose', 'JJ'), ('recommendation', 'NN'), ('fine', 'JJ'), ('art', 'NN'), ('university', 'NN'), ('sport', 'NN'), ('association', 'NN')]"
1872,neutral,The tower 's engineers have created an 18 degree westward lean - four times the inclination on the Leaning Tower of Pisa - using diagrid structures that are aligned geometrically using Tekla Structures BIM ( Building Information Modeling ) software .,"['tower', 'engineer', 'create', 'degree', 'westward', 'lean', 'four', 'time', 'inclination', 'lean', 'tower', 'pisa', 'use', 'diagrid', 'structure', 'align', 'geometrically', 'use', 'tekla', 'structure', 'bim', 'build', 'information', 'model', 'software']","[('tower', 'JJR'), ('engineer', 'NN'), ('create', 'NN'), ('degree', 'JJ'), ('westward', 'JJ'), ('lean', 'FW'), ('four', 'CD'), ('time', 'NN'), ('inclination', 'NN'), ('lean', 'JJ'), ('tower', 'NN'), ('pisa', 'NN'), ('use', 'NN'), ('diagrid', 'JJ'), ('structure', 'NN'), ('align', 'NN'), ('geometrically', 'RB'), ('use', 'JJ'), ('tekla', 'NN'), ('structure', 'NN'), ('bim', 'VBZ'), ('build', 'JJ'), ('information', 'NN'), ('model', 'NN'), ('software', 'NN')]"
1873,neutral,The winners included the Honda Odyssey for minivan and the Nissan Armada for large SUV .,"['winner', 'include', 'honda', 'odyssey', 'minivan', 'nissan', 'armada', 'large', 'suv']","[('winner', 'NN'), ('include', 'VBP'), ('honda', 'NN'), ('odyssey', 'JJ'), ('minivan', 'NN'), ('nissan', 'IN'), ('armada', 'JJ'), ('large', 'JJ'), ('suv', 'NN')]"
1874,neutral,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .","['company', 'sq', 'office', 'commercial', 'build', 'substantial', 'amount', 'build', 'right', 'new', 'shop', 'center', 'liljeholmen', 'stockholm']","[('company', 'NN'), ('sq', 'NN'), ('office', 'NN'), ('commercial', 'JJ'), ('build', 'VBP'), ('substantial', 'JJ'), ('amount', 'NN'), ('build', 'VB'), ('right', 'JJ'), ('new', 'JJ'), ('shop', 'NN'), ('center', 'NN'), ('liljeholmen', 'NNS'), ('stockholm', 'VBP')]"
1875,positive,This bold spinning 360 red fabric design is set beautifully on Ercols Napoli sofa .,"['bold', 'spin', 'red', 'fabric', 'design', 'set', 'beautifully', 'ercols', 'napoli', 'sofa']","[('bold', 'JJ'), ('spin', 'NN'), ('red', 'JJ'), ('fabric', 'JJ'), ('design', 'NN'), ('set', 'VBN'), ('beautifully', 'RB'), ('ercols', 'JJ'), ('napoli', 'NNS'), ('sofa', 'NN')]"
1876,positive,TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval .,"['tomtom', 'give', 'assurance', 'continue', 'sell', 'map', 'competitor', 'win', 'eu', 'approval']","[('tomtom', 'NN'), ('give', 'VB'), ('assurance', 'NN'), ('continue', 'NN'), ('sell', 'VB'), ('map', 'JJ'), ('competitor', 'NN'), ('win', 'VBP'), ('eu', 'NN'), ('approval', 'NN')]"
1877,neutral,We are also pleased to welcome the new employees to Tieto . ',"['also', 'please', 'welcome', 'new', 'employee', 'tieto']","[('also', 'RB'), ('please', 'VB'), ('welcome', 'JJ'), ('new', 'JJ'), ('employee', 'NN'), ('tieto', 'NN')]"
1878,positive,"We are very excited working with Maxis on this first commercial deployment of ` Master of Maya ' , said Joe Doering , Head of the Asia South region at Nokia Siemens Networks .","['excite', 'work', 'maxi', 'first', 'commercial', 'deployment', 'master', 'maya', 'say', 'joe', 'doering', 'head', 'asia', 'south', 'region', 'nokia', 'siemens', 'network']","[('excite', 'JJ'), ('work', 'NN'), ('maxi', 'NN'), ('first', 'RB'), ('commercial', 'JJ'), ('deployment', 'NN'), ('master', 'NN'), ('maya', 'NNS'), ('say', 'VBP'), ('joe', 'NN'), ('doering', 'VBG'), ('head', 'NN'), ('asia', 'NN'), ('south', 'JJ'), ('region', 'NN'), ('nokia', 'NN'), ('siemens', 'VBZ'), ('network', 'NN')]"
1879,neutral,We do hope that this will in the future turn out to be a novel method for the prevention of alcohol and tobacco smoking associated oral cancers .,"['hope', 'future', 'turn', 'novel', 'method', 'prevention', 'alcohol', 'tobacco', 'smoke', 'associate', 'oral', 'cancer']","[('hope', 'NN'), ('future', 'JJ'), ('turn', 'NN'), ('novel', 'JJ'), ('method', 'NN'), ('prevention', 'NN'), ('alcohol', 'NN'), ('tobacco', 'NN'), ('smoke', 'NN'), ('associate', 'JJ'), ('oral', 'JJ'), ('cancer', 'NN')]"
1880,neutral,"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .","['cant', 'understand', 'theyre', 'say', 'impressive', 'watch', 'hit', 'ball', 'speed']","[('cant', 'JJ'), ('understand', 'NN'), ('theyre', 'NNS'), ('say', 'VBP'), ('impressive', 'JJ'), ('watch', 'NN'), ('hit', 'VBD'), ('ball', 'DT'), ('speed', 'NN')]"
1881,positive,"`` It gives us a sense of pride and exposure , '' said Bruce Hansen , the SVH sales representative for Wolverine .","['give', 'u', 'sense', 'pride', 'exposure', 'say', 'bruce', 'hansen', 'svh', 'sale', 'representative', 'wolverine']","[('give', 'VB'), ('u', 'JJ'), ('sense', 'NN'), ('pride', 'NN'), ('exposure', 'NN'), ('say', 'VBP'), ('bruce', 'NN'), ('hansen', 'NN'), ('svh', 'JJ'), ('sale', 'NN'), ('representative', 'NN'), ('wolverine', 'NN')]"
1882,positive,"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''","['nokia', 'call', 'innovator', 'africa', 'competition', 'specifically', 'launch', 'enable', 'developer', 'create', 'locally', 'relevant', 'bestofbreed', 'mobile', 'application']","[('nokia', 'RB'), ('call', 'JJ'), ('innovator', 'NN'), ('africa', 'NN'), ('competition', 'NN'), ('specifically', 'RB'), ('launch', 'JJ'), ('enable', 'JJ'), ('developer', 'NN'), ('create', 'NN'), ('locally', 'RB'), ('relevant', 'JJ'), ('bestofbreed', 'NN'), ('mobile', 'JJ'), ('application', 'NN')]"
1883,positive,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .","['po', 'ferry', 'efficient', 'powerful', 'vessel', 'dover', 'calais', 'route', 'head', 'shipbuilder', 'rauma', 'yard', 'timo', 'suistio', 'say']","[('po', 'NN'), ('ferry', 'NN'), ('efficient', 'JJ'), ('powerful', 'JJ'), ('vessel', 'NN'), ('dover', 'NN'), ('calais', 'VBP'), ('route', 'NN'), ('head', 'NN'), ('shipbuilder', 'NN'), ('rauma', 'NN'), ('yard', 'NN'), ('timo', 'NN'), ('suistio', 'NNS'), ('say', 'VBP')]"
1884,neutral,`` People who enjoy mobile games are often the same customers who enjoy experimenting with new mobile services and content .,"['people', 'enjoy', 'mobile', 'game', 'often', 'customer', 'enjoy', 'experiment', 'new', 'mobile', 'service', 'content']","[('people', 'NNS'), ('enjoy', 'VBP'), ('mobile', 'JJ'), ('game', 'NN'), ('often', 'RB'), ('customer', 'NN'), ('enjoy', 'VB'), ('experiment', 'JJ'), ('new', 'JJ'), ('mobile', 'JJ'), ('service', 'NN'), ('content', 'NN')]"
1885,neutral,`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,"['russia', 'ready', 'participate', 'open', 'tender', 'lattelecom', 'privatization']","[('russia', 'NN'), ('ready', 'JJ'), ('participate', 'VB'), ('open', 'JJ'), ('tender', 'NN'), ('lattelecom', 'NN'), ('privatization', 'NN')]"
1886,neutral,"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .","['subscriber', 'browse', 'free', 'number', 'handset', 'select', 'number', 'package', 'service', 'prefer', 'activate', 'phone']","[('subscriber', 'VB'), ('browse', 'JJ'), ('free', 'JJ'), ('number', 'NN'), ('handset', 'VBN'), ('select', 'JJ'), ('number', 'NN'), ('package', 'NN'), ('service', 'NN'), ('prefer', 'VBP'), ('activate', 'NN'), ('phone', 'NN')]"
1887,positive,"`` We are happy to be working with Rapala to encourage boaters and anglers to introduce newcomers to the sport , '' said RBFF President & CEO Frank Peterson .","['happy', 'work', 'rapala', 'encourage', 'boater', 'angler', 'introduce', 'newcomer', 'sport', 'say', 'rbff', 'president', 'ceo', 'frank', 'peterson']","[('happy', 'JJ'), ('work', 'NN'), ('rapala', 'NN'), ('encourage', 'VB'), ('boater', 'NN'), ('angler', 'NN'), ('introduce', 'NN'), ('newcomer', 'JJ'), ('sport', 'NN'), ('say', 'VBP'), ('rbff', 'NN'), ('president', 'NN'), ('ceo', 'NN'), ('frank', 'VBD'), ('peterson', 'NN')]"
1888,positive,`` We are pleased to welcome Tapeks Noma into Cramo group .,"['please', 'welcome', 'tapeks', 'noma', 'cramo', 'group']","[('please', 'VB'), ('welcome', 'JJ'), ('tapeks', 'NNS'), ('noma', 'RB'), ('cramo', 'VBP'), ('group', 'NN')]"
1889,neutral,"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .","['invention', 'release', 'patent', 'office', 'say', 'noncoherent', 'search', 'matrix', 'form', 'say', 'correlation', 'function', 'matrix']","[('invention', 'NN'), ('release', 'VB'), ('patent', 'JJ'), ('office', 'NN'), ('say', 'VBP'), ('noncoherent', 'JJ'), ('search', 'NN'), ('matrix', 'NN'), ('form', 'NN'), ('say', 'VBP'), ('correlation', 'NN'), ('function', 'NN'), ('matrix', 'NN')]"
1890,neutral,"As with other stakeholders , COMPTEL has been involved in the workshops , meetings and filed comments on the issues of greatest importance to the competitive sector of our industry .","['stakeholder', 'comptel', 'involve', 'workshop', 'meet', 'file', 'comment', 'issue', 'great', 'importance', 'competitive', 'sector', 'industry']","[('stakeholder', 'NN'), ('comptel', 'NN'), ('involve', 'VBP'), ('workshop', 'NN'), ('meet', 'NN'), ('file', 'JJ'), ('comment', 'NN'), ('issue', 'NN'), ('great', 'JJ'), ('importance', 'NN'), ('competitive', 'JJ'), ('sector', 'NN'), ('industry', 'NN')]"
1891,neutral,"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .","['aspo', 'plc', 'stock', 'exchange', 'bulletin', 'october', 'pm', 'aspo', 'system', 'division', 'complete', 'statutory', 'negotiation', 'require', 'act', 'cooperation', 'within', 'undertake', 'conduct', 'part', 'action', 'plan', 'launch', 'august']","[('aspo', 'NN'), ('plc', 'CC'), ('stock', 'NN'), ('exchange', 'NN'), ('bulletin', 'NN'), ('october', 'NNP'), ('pm', 'NN'), ('aspo', 'NN'), ('system', 'NN'), ('division', 'NN'), ('complete', 'JJ'), ('statutory', 'JJ'), ('negotiation', 'NN'), ('require', 'NN'), ('act', 'NN'), ('cooperation', 'NN'), ('within', 'IN'), ('undertake', 'JJ'), ('conduct', 'NN'), ('part', 'NN'), ('action', 'NN'), ('plan', 'NN'), ('launch', 'VBZ'), ('august', 'RB')]"
1892,neutral,Being successful requires providing a level of quality that satisfies our customers and partners .,"['successful', 'require', 'provide', 'level', 'quality', 'satisfy', 'customer', 'partner']","[('successful', 'JJ'), ('require', 'NN'), ('provide', 'VBP'), ('level', 'NN'), ('quality', 'NN'), ('satisfy', 'VBP'), ('customer', 'NN'), ('partner', 'NN')]"
1893,neutral,Both companies will keep their commercial independence and continue to market their traditional products individually .,"['company', 'keep', 'commercial', 'independence', 'continue', 'market', 'traditional', 'product', 'individually']","[('company', 'NN'), ('keep', 'VB'), ('commercial', 'JJ'), ('independence', 'NN'), ('continue', 'VBP'), ('market', 'NN'), ('traditional', 'JJ'), ('product', 'NN'), ('individually', 'RB')]"
1894,positive,CDLI highlights the companies that provided the most comprehensive response to the Carbon Disclosure Project CDP information request .,"['cdli', 'highlight', 'company', 'provide', 'comprehensive', 'response', 'carbon', 'disclosure', 'project', 'cdp', 'information', 'request']","[('cdli', 'NN'), ('highlight', 'VBD'), ('company', 'NN'), ('provide', 'RB'), ('comprehensive', 'JJ'), ('response', 'NN'), ('carbon', 'NN'), ('disclosure', 'NN'), ('project', 'NN'), ('cdp', 'NN'), ('information', 'NN'), ('request', 'NN')]"
1895,neutral,City CU Welcomes DART Members DALLAS-City CU welcomes the members of DART FCU as they merge with City CU .,"['city', 'cu', 'welcome', 'dart', 'member', 'dallascity', 'cu', 'welcome', 'member', 'dart', 'fcu', 'merge', 'city', 'cu']","[('city', 'NN'), ('cu', 'NN'), ('welcome', 'JJ'), ('dart', 'NN'), ('member', 'NN'), ('dallascity', 'NN'), ('cu', 'VBP'), ('welcome', 'JJ'), ('member', 'NN'), ('dart', 'NN'), ('fcu', 'NN'), ('merge', 'NN'), ('city', 'NN'), ('cu', 'NN')]"
1896,neutral,"City24 users can search for homes and properties in all areas where City24 is active , even outside their own country .","['city', 'user', 'search', 'home', 'property', 'area', 'city', 'active', 'even', 'outside', 'country']","[('city', 'NN'), ('user', 'NN'), ('search', 'NN'), ('home', 'NN'), ('property', 'NN'), ('area', 'NN'), ('city', 'NN'), ('active', 'JJ'), ('even', 'RB'), ('outside', 'JJ'), ('country', 'NN')]"
1897,neutral,"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .","['enclose', 'affecto', 'call', 'extraordinary', 'general', 'meet', 'hold', 'july', 'th', 'main', 'agenda', 'approve', 'authorization', 'board', 'propose', 'share', 'issue', 'relate', 'component', 'software', 'acquisition', 'elect', 'haakon', 'skaarer', 'affecto', 'board']","[('enclose', 'JJ'), ('affecto', 'NN'), ('call', 'NN'), ('extraordinary', 'JJ'), ('general', 'JJ'), ('meet', 'NN'), ('hold', 'VBP'), ('july', 'NN'), ('th', 'JJ'), ('main', 'JJ'), ('agenda', 'NN'), ('approve', 'VB'), ('authorization', 'NN'), ('board', 'NN'), ('propose', 'VBD'), ('share', 'NN'), ('issue', 'NN'), ('relate', 'VB'), ('component', 'JJ'), ('software', 'NN'), ('acquisition', 'NN'), ('elect', 'VBP'), ('haakon', 'NN'), ('skaarer', 'NN'), ('affecto', 'VBZ'), ('board', 'NN')]"
1898,neutral,Europe however remains an important and strong market for us .,"['europe', 'however', 'remain', 'important', 'strong', 'market', 'u']","[('europe', 'NN'), ('however', 'RB'), ('remain', 'VBP'), ('important', 'JJ'), ('strong', 'JJ'), ('market', 'NN'), ('u', 'NN')]"
1899,neutral,"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .","['found', 'company', 'us', 'sixstep', 'timefocused', 'collaborative', 'project', 'approach', 'improve', 'financial', 'institution', 'revenue', 'stream']","[('found', 'VBN'), ('company', 'NN'), ('us', 'PRP'), ('sixstep', 'VBP'), ('timefocused', 'JJ'), ('collaborative', 'NN'), ('project', 'NN'), ('approach', 'NN'), ('improve', 'VB'), ('financial', 'JJ'), ('institution', 'NN'), ('revenue', 'NN'), ('stream', 'NN')]"
1900,neutral,Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating .,"['homeowner', 'across', 'north', 'america', 'green', 'experience', 'share', 'cost', 'save', 'clean', 'ecofriendly', 'heat']","[('homeowner', 'NN'), ('across', 'IN'), ('north', 'JJ'), ('america', 'NN'), ('green', 'JJ'), ('experience', 'NN'), ('share', 'NN'), ('cost', 'NN'), ('save', 'VB'), ('clean', 'JJ'), ('ecofriendly', 'RB'), ('heat', 'NN')]"
1901,neutral,"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .","['include', 'company', 'new', 'highly', 'powerful', 'compact', 'scalable', 'flexi', 'multiradio', 'base', 'station']","[('include', 'VBP'), ('company', 'NN'), ('new', 'JJ'), ('highly', 'RB'), ('powerful', 'JJ'), ('compact', 'JJ'), ('scalable', 'JJ'), ('flexi', 'NN'), ('multiradio', 'NN'), ('base', 'NN'), ('station', 'NN')]"
1902,neutral,"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good .","['profitable', 'make', 'pulp', 'paper', 'saw', 'good', 'area', 'combination', 'factor', 'good']","[('profitable', 'JJ'), ('make', 'VBP'), ('pulp', 'NN'), ('paper', 'NN'), ('saw', 'VBD'), ('good', 'JJ'), ('area', 'NN'), ('combination', 'NN'), ('factor', 'NN'), ('good', 'JJ')]"
1903,neutral,Kesko www.kesko.fi is a Finnish retail specialist whose stores offer quality to the daily lives of consumers through valued products and services at competitive prices .,"['kesko', 'wwwkeskofi', 'finnish', 'retail', 'specialist', 'whose', 'store', 'offer', 'quality', 'daily', 'life', 'consumer', 'value', 'product', 'service', 'competitive', 'price']","[('kesko', 'NN'), ('wwwkeskofi', 'WRB'), ('finnish', 'JJ'), ('retail', 'JJ'), ('specialist', 'NN'), ('whose', 'WP$'), ('store', 'NN'), ('offer', 'VBP'), ('quality', 'NN'), ('daily', 'JJ'), ('life', 'NN'), ('consumer', 'NN'), ('value', 'NN'), ('product', 'NN'), ('service', 'NN'), ('competitive', 'JJ'), ('price', 'NN')]"
1904,neutral,"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .","['light', 'curfew', 'curl', 'late', 'bestseller', 'treat', 'eye', 'perfect', 'read', 'light', 'luceplan']","[('light', 'JJ'), ('curfew', 'NNS'), ('curl', 'VBP'), ('late', 'JJ'), ('bestseller', 'NN'), ('treat', 'NN'), ('eye', 'NN'), ('perfect', 'JJ'), ('read', 'JJ'), ('light', 'NN'), ('luceplan', 'NN')]"
1905,positive,"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .","['luxembourgregistered', 'investment', 'fund', 'amber', 'trust', 'ii', 'final', 'approval', 'lithuania', 'competition', 'council', 'acquire', 'percent', 'sanitas', 'country', 'large', 'pharmaceutical', 'producer']","[('luxembourgregistered', 'VBN'), ('investment', 'NN'), ('fund', 'NN'), ('amber', 'NNP'), ('trust', 'NN'), ('ii', 'NN'), ('final', 'JJ'), ('approval', 'NN'), ('lithuania', 'NN'), ('competition', 'NN'), ('council', 'NN'), ('acquire', 'VB'), ('percent', 'NN'), ('sanitas', 'NNS'), ('country', 'NN'), ('large', 'JJ'), ('pharmaceutical', 'JJ'), ('producer', 'NN')]"
1906,neutral,Nokia said the outcome was a `` fair and responsible social plan . '',"['nokia', 'say', 'outcome', 'fair', 'responsible', 'social', 'plan']","[('nokia', 'NNS'), ('say', 'VBP'), ('outcome', 'JJ'), ('fair', 'JJ'), ('responsible', 'JJ'), ('social', 'JJ'), ('plan', 'NN')]"
1907,neutral,"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports .","['nurminen', 'logistics', 'provide', 'highquality', 'logistics', 'service', 'railway', 'transport', 'terminal', 'service', 'forward', 'special', 'heavy', 'transport', 'medical', 'transport']","[('nurminen', 'JJ'), ('logistics', 'NNS'), ('provide', 'VBP'), ('highquality', 'NN'), ('logistics', 'NNS'), ('service', 'NN'), ('railway', 'NN'), ('transport', 'NNP'), ('terminal', 'NNP'), ('service', 'NN'), ('forward', 'RB'), ('special', 'JJ'), ('heavy', 'JJ'), ('transport', 'NN'), ('medical', 'JJ'), ('transport', 'NN')]"
1908,neutral,"Panostaja treats its negotiating partners , such as entrepreneurs selling their life s work and newcomer entrepreneurs seeking a career , fairly , justly and according to the law .","['panostaja', 'treat', 'negotiate', 'partner', 'entrepreneur', 'sell', 'life', 'work', 'newcomer', 'entrepreneur', 'seek', 'career', 'fairly', 'justly', 'accord', 'law']","[('panostaja', 'NN'), ('treat', 'NN'), ('negotiate', 'JJ'), ('partner', 'NN'), ('entrepreneur', 'NN'), ('sell', 'VB'), ('life', 'NN'), ('work', 'NN'), ('newcomer', 'JJ'), ('entrepreneur', 'NN'), ('seek', 'JJ'), ('career', 'NN'), ('fairly', 'RB'), ('justly', 'RB'), ('accord', 'JJ'), ('law', 'NN')]"
1909,neutral,"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","['patrick', 'jeambar', 'also', 'continue', 'responsible', 'innovation', 'health', 'safety', 'environment', 'hsea', 'function', 'ahlstrom', 'corporation']","[('patrick', 'NN'), ('jeambar', 'NN'), ('also', 'RB'), ('continue', 'VBP'), ('responsible', 'JJ'), ('innovation', 'NN'), ('health', 'NN'), ('safety', 'NN'), ('environment', 'NN'), ('hsea', 'NN'), ('function', 'NN'), ('ahlstrom', 'IN'), ('corporation', 'NN')]"
1910,neutral,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers of the award-winning GyPSii mobile social networking application , today announced its availability as a free download via the Samsung Mobile Applications Store .","['nasdaq', 'omx', 'geov', 'gypsii', 'business', 'unit', 'developer', 'awardwinning', 'gypsii', 'mobile', 'social', 'network', 'application', 'today', 'announce', 'availability', 'free', 'download', 'via', 'samsung', 'mobile', 'application', 'store']","[('nasdaq', 'JJ'), ('omx', 'NN'), ('geov', 'NN'), ('gypsii', 'NN'), ('business', 'NN'), ('unit', 'NN'), ('developer', 'NN'), ('awardwinning', 'VBG'), ('gypsii', 'NNS'), ('mobile', 'JJ'), ('social', 'JJ'), ('network', 'NN'), ('application', 'NN'), ('today', 'NN'), ('announce', 'VBP'), ('availability', 'NN'), ('free', 'JJ'), ('download', 'NN'), ('via', 'IN'), ('samsung', 'NN'), ('mobile', 'JJ'), ('application', 'NN'), ('store', 'NN')]"
1911,neutral,"Sami Sepp+�nen , CEO for Elisa Eesti , says the novel network allows fast mobile broadband for sparsely populated areas .","['sami', 'seppnen', 'ceo', 'elisa', 'eesti', 'say', 'novel', 'network', 'allow', 'fast', 'mobile', 'broadband', 'sparsely', 'populate', 'area']","[('sami', 'NN'), ('seppnen', 'NN'), ('ceo', 'NN'), ('elisa', 'JJ'), ('eesti', 'NNS'), ('say', 'VBP'), ('novel', 'JJ'), ('network', 'NN'), ('allow', 'IN'), ('fast', 'NN'), ('mobile', 'JJ'), ('broadband', 'NN'), ('sparsely', 'RB'), ('populate', 'JJ'), ('area', 'NN')]"
1912,neutral,Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,"['sanoma', 'corporation', 'want', 'new', 'good', 'frequency', 'helsinki', 'metropolitan', 'area']","[('sanoma', 'JJ'), ('corporation', 'NN'), ('want', 'VBP'), ('new', 'JJ'), ('good', 'JJ'), ('frequency', 'NN'), ('helsinki', 'NN'), ('metropolitan', 'JJ'), ('area', 'NN')]"
1913,neutral,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .","['sanoma', 'learn', 'literature', 'offer', 'print', 'digital', 'learn', 'material', 'present', 'eleven', 'country']","[('sanoma', 'NN'), ('learn', 'JJ'), ('literature', 'NN'), ('offer', 'VBP'), ('print', 'NN'), ('digital', 'NN'), ('learn', 'VBP'), ('material', 'JJ'), ('present', 'JJ'), ('eleven', 'JJ'), ('country', 'NN')]"
1914,positive,"The adapter , awarded with the `` Certified Integration for SAP -� ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .","['adapter', 'award', 'certify', 'integration', 'sap', 'netweaver', 'endorsement', 'integrate', 'basware', 'invoice', 'automation', 'procurement', 'solution', 'different', 'erp', 'system']","[('adapter', 'RB'), ('award', 'RB'), ('certify', 'VB'), ('integration', 'NN'), ('sap', 'NN'), ('netweaver', 'RB'), ('endorsement', 'JJ'), ('integrate', 'NN'), ('basware', 'NN'), ('invoice', 'JJ'), ('automation', 'NN'), ('procurement', 'JJ'), ('solution', 'NN'), ('different', 'JJ'), ('erp', 'NN'), ('system', 'NN')]"
1915,positive,The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,"['commission', 'applaud', 'apply', 'factbased', 'datadriven', 'approach', 'provide', 'clarity', 'future', 'petition']","[('commission', 'NN'), ('applaud', 'NN'), ('apply', 'VBP'), ('factbased', 'VBN'), ('datadriven', 'RB'), ('approach', 'NN'), ('provide', 'VBP'), ('clarity', 'NN'), ('future', 'NN'), ('petition', 'NN')]"
1916,positive,"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .","['company', 'celebrate', 'fiftieth', 'anniversary', 'next', 'year', 'export', 'distinctive', 'detach', 'home', 'central', 'europe', 'several', 'decade']","[('company', 'NN'), ('celebrate', 'NN'), ('fiftieth', 'NN'), ('anniversary', 'JJ'), ('next', 'JJ'), ('year', 'NN'), ('export', 'NN'), ('distinctive', 'JJ'), ('detach', 'NN'), ('home', 'NN'), ('central', 'JJ'), ('europe', 'JJ'), ('several', 'JJ'), ('decade', 'NN')]"
1917,neutral,The contract covers new energy-efficient AC drives that have been designed in cooperation between the companies .,"['contract', 'cover', 'new', 'energyefficient', 'ac', 'drive', 'design', 'cooperation', 'company']","[('contract', 'NN'), ('cover', 'VB'), ('new', 'JJ'), ('energyefficient', 'JJ'), ('ac', 'NN'), ('drive', 'NN'), ('design', 'NN'), ('cooperation', 'NN'), ('company', 'NN')]"
1918,neutral,"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .","['costanza', 'light', 'aluminum', 'base', 'washable', 'shade', 'come', 'white', 'pistachio', 'orange', 'blue', 'red']","[('costanza', 'NN'), ('light', 'JJ'), ('aluminum', 'NN'), ('base', 'NN'), ('washable', 'JJ'), ('shade', 'JJ'), ('come', 'VBN'), ('white', 'JJ'), ('pistachio', 'NN'), ('orange', 'NN'), ('blue', 'NN'), ('red', 'VBD')]"
